Notebook,Date,Hypothesis and Results,Number layers,Summary,Tags
"Code%20Notebooks%20432b45bb746f43eabf4172f69d384f8a/MNIST_0_vs_8%20ipynb%20ab8bddb9426448f4916716b3fe45230c.csv ",,"Questions%20and%20Results%2087e989748e1942dfa05a7d90433f2e40/Compare%20Activations%207d1b36005d97439b9a5a21ce8e75b63f/There%20exist%20neurons%20which%20fire%20for%20class%20A,%20but%20no%20885ee73b07a94761a7088b30eeea40c8.csv, Questions%20and%20Results%2087e989748e1942dfa05a7d90433f2e40/Compare%20Activations%207d1b36005d97439b9a5a21ce8e75b63f/@There%20exists%20alice%20c651469c3f264d76bb297e7dc8701921.csv",2,Compare 1 vs 7 activations by getting test set image indices with labels of 1 and 7,compare_actvs
,,,,,
